product_id,name,category,price,quantity,is_returnable,status,last_updated
cea43581-7e65-46cb-bffd-ea5bc3f944b2,Neck Massager,Massagers,1499,0,YES,OUT OF STOCK,"11/4/2026, 1:45:23 pm"
